abbreviation	equation	uppbnd	lowbnd	geneAssociation	Subsystem	name	obj_coef	activation	baseflux	flux
GLCTR3	ggagicolipa[c] + udpg[c] --> gggagicolipa[c] + h[c] + udp[c]	1086.3472347362	0	STM3717	Lipopolysaccharide Biosynthesis Recycling	glucosyltransferase III LPS core synthesis	0	1.0863472347362	0.000447914091009874	0
GLCUR1Ptex	glcur1p[e] <=> glcur1p[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	D glucuronate 1 phosphate transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GLCURt2rpp	glcur[p] + h[p] <=> glcur[c] + h[c]	1089.69684503104	-1089.69684503104	( STM3134 | STM0161 )	Transport Inner Membrane	D glucuronate transport via proton symport reversible periplasm	0	1.08969684503104	0	0
GLCURtex	glcur[e] <=> glcur[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	D glucuronat transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GLDBRAN2	bglycogen[c] --> glycogen[c]	1270.02011674487	0	STM3537	GlycolysisGluconeogenesis	glycogen debranching enzyme bglycogen  glycogen	0	1.27002011674487	0	1062.64131021158
GLGC	atp[c] + g1p[c] + h[c] --> adpglc[c] + ppi[c]	910.896473076915	0	STM3536	GlycolysisGluconeogenesis	glucose 1 phosphate adenylyltransferase	0	0.910896473076915	0.0131343517231455	0
GLNabcpp	atp[c] + gln-L[p] + h2o[c] --> adp[c] + gln-L[c] + h[c] + pi[c]	999.182151506495	0	( STM0830  &  STM0829  &  STM0828 )	Transport Inner Membrane	L glutamine transport via ABC system periplasm	0	0.999182151506495	0	0
GLNS	atp[c] + glu-L[c] + nh4[c] --> adp[c] + gln-L[c] + h[c] + pi[c]	1163.88767057986	0	STM4007	Glutamate metabolism	glutamine synthetase	0	1.16388767057986	0.891330875970412	0
GLNtex	gln-L[e] <=> gln-L[p]	1154.12423660537	-1154.12423660537	( STM0999  |  STM1473  |  STM2267  |  STM0320 )	Transport Outer Membrane Porin	L glutamine transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GLNTRS	atp[c] + gln-L[c] + trnagln[c] --> amp[c] + glntrna[c] + ppi[c]	1087.34482548291	0	STM0686	tRNA Charging	Glutaminyl tRNA synthetase	0	1.08734482548291	0	0
GLTPD	galt1p[c] + nad[c] <=> h[c] + nadh[c] + tag6p-D[c]	1547.97100819512	-1547.97100819512	STM3261	Alternate Carbon Metabolism	Galactitol 1 phosphate dehydrogenase	0	1.54797100819512	0	0
GLU5K	atp[c] + glu-L[c] --> adp[c] + glu5p[c]	1389.45761720855	0	STM0321	Arginine and Proline Metabolism	glutamate 5 kinase	0	1.38945761720855	0.122839363892004	0
GLUabcpp	atp[c] + glu-L[p] + h2o[c] --> adp[c] + glu-L[c] + h[c] + pi[c]	1195.16703160176	0	( STM0665  &  STM0664  &  STM0663  &  STM0662 )	Transport Inner Membrane	L glutamate transport via ABC system periplasm	0	1.19516703160176	0	0
GLUCYS	atp[c] + cys-L[c] + glu-L[c] --> adp[c] + glucys[c] + h[c] + pi[c]	1056.79392811025	0	STM2818	Cofactor and Prosthetic Group Biosynthesis	gamma glutamylcysteine synthetase	0	1.05679392811025	0	0
GLUDy	glu-L[c] + h2o[c] + nadp[c] <=> akg[c] + h[c] + nadph[c] + nh4[c]	1005.25660902843	-1005.25660902843	STM1299	Glutamate Metabolism	glutamate dehydrogenase NADP	0	1.00525660902843	-4.09249520454637	0
GLUN	gln-L[c] + h2o[c] --> glu-L[c] + nh4[c]	1000	0	STM1525	Glutamate Metabolism	glutaminase	0	NA	0	0
GLUNpp	gln-L[p] + h2o[p] --> glu-L[p] + nh4[p]	872.393783519261	0	STM3106	Glutamate Metabolism	glutaminase	0	0.872393783519261	0	0
GLUPRT	gln-L[c] + h2o[c] + prpp[c] --> glu-L[c] + ppi[c] + pram[c]	1328.73309963888	0	STM2362	Purine and Pyrimidine Biosynthesis	glutamine phosphoribosyldiphosphate amidotransferase	0	1.32873309963888	0.214703819187241	0
GLUR	glu-D[c] <=> glu-L[c]	1052.54139923312	-1052.54139923312	STM4131	Cell Envelope Biosynthesis	glutamate racemase	0	1.05254139923312	-0.0236165931187315	0
GLUSy	akg[c] + gln-L[c] + h[c] + nadph[c] --> 2 glu-L[c] + nadp[c]	1000	0	( STM3330  &  STM3331 )	Glutamate metabolism	glutamate synthase NADPH	0	NA	0	0
GLUt2rpp	glu-L[p] + h[p] <=> glu-L[c] + h[c]	1250.65066013295	-1250.65066013295	STM4283	Transport Inner Membrane	L glutamate transport via proton symport reversible periplasm	0	1.25065066013295	0	-1250.65066013295
GLUt4pp	glu-L[p] + na1[p] --> glu-L[c] + na1[c]	1369.83017965618	0	STM3746	Transport Inner Membrane	Naglutamate symport periplasm	0	1.36983017965618	0	1250.65066013295
GLUtex	glu-L[e] <=> glu-L[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	L glutamate transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GLUTRR	glutrna[c] + h[c] + nadph[c] --> glu1sa[c] + nadp[c] + trnaglu[c]	986.310671512056	0	STM1777	Cofactor and Prosthetic Group Biosynthesis	glutamyl tRNA reductase	0	0.986310671512056	0	0
GLUTRS	atp[c] + glu-L[c] + trnaglu[c] --> amp[c] + glutrna[c] + ppi[c]	978.722491834003	0	STM2415	Cofactor and Prosthetic Group Biosynthesis	Glutamyl tRNA synthetase	0	0.978722491834003	0	0
GLXCL	2 glx[c] + h[c] --> 2h3oppan[c] + co2[c]	2416.79489395562	0	STM0517	Glyoxylate Metabolism	glyoxalate carboligase	0	2.41679489395562	0	0
GLYALDtex	glyald[e] <=> glyald[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Glyceraldehyde transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GLYALDtpp	glyald[p] <=> glyald[c]	883.095217126375	-883.095217126375	STM4087	Transport Inner Membrane	Glyceraldehyde facilitated diffusion periplasm	0	0.883095217126376	0	0
GLYAT	accoa[c] + gly[c] <=> 2aobut[c] + coa[c]	1000	-1000	STM3709	Glycine and Serine Metabolism	glycine C acetyltransferase	0	NA	0	0
GLYBabcpp	atp[c] + glyb[p] + h2o[c] --> adp[c] + glyb[c] + h[c] + pi[c]	852.399585002695	0	( STM2162  &  STM2163  &  STM2164  &  STM2165 )	Transport Inner Membrane	Glycine betaine transport via ABC system periplasm	0	0.852399585002695	0	0
GLYBt6ex	glyb[e] <=> glyb[p]	1000	-1000	NA	Transport	betaine (glycine betaine) transport into periplasm	0	NA	-1000	-1000
GLYBt6pp	glyb[p] + h[p] <=> glyb[c] + h[c]	1010.300772117	-1010.300772117	STM4290	Transport	betaine (glycine betaine) transport in/out via proton symport	0	1.010300772117	0	0
GLYBtex	glyb[e] <=> glyb[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Glycine betaine transport via diffusion extracellular to periplasm	0	1.15412423660537	1000	1000
GLYC2Ptex	glyc2p[e] <=> glyc2p[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Glycerol 2 phosphate transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GLYC3Pabcpp	atp[c] + glyc3p[p] + h2o[c] --> adp[c] + glyc3p[c] + h[c] + pi[c]	1033.1234963919	0	( STM3556  &  STM3557  &  STM3554  &  STM3555 )	Transport Inner Membrane	sn Glycerol 3 phosphate transport via ABC system periplasm	0	1.0331234963919	0	0
GLYC3Pt6pp	glyc3p[p] + pi[c] --> glyc3p[c] + pi[p]	892.896241562822	0	STM2283	Transport Inner Membrane	Glycerol 3 phosphate phosphate antiporter periplasm	0	0.892896241562822	0	0
GLYC3Ptex	glyc3p[e] <=> glyc3p[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Glycerol 3 phosphate transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GLYCAt2rpp	glyc-R[p] + h[p] <=> glyc-R[c] + h[c]	1000	-1000	STM2962	Transport Inner Membrane	D glycerate transport via proton symport reversible periplasm	0	NA	0	0
GLYCAtex	glyc-R[e] <=> glyc-R[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	D glycerate transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GLYCDx	glyc[c] + nad[c] --> dha[c] + h[c] + nadh[c]	1057.50585991157	0	( STM4108 | STM3529 )	Alternate Carbon Metabolism	Glycerol dehydrogenase	0	1.05750585991157	0	0
GLYCK	atp[c] + glyc-R[c] --> 3pg[c] + adp[c] + h[c]	1889.46948372643	0	( STM2959  | STM2492 | STM3247 | STM0525 )	Glyoxylate Metabolism	glycerate kinase	0	1.88946948372643	0	0
GLYCK2	atp[c] + glyc-R[c] --> 2pg[c] + adp[c] + h[c]	1000	0	STM3247	Glycine and Serine Metabolism	glycerate kinase	0	NA	0	0
GLYCL	gly[c] + nad[c] + thf[c] --> co2[c] + mlthf[c] + nadh[c] + nh4[c]	876.512021266215	0	( STM3054  &  STM3053  &  STM3055  &  STM0154 )	Folate Metabolism	Glycine Cleavage System	0	0.876512021266215	0	0
GLYCLTDx	glx[c] + h[c] + nadh[c] --> glyclt[c] + nad[c]	1507.6529555706	0	( STM3646  |  STM1135 )	Glyoxylate Metabolism	Glycolate dehydrogenase NAD	0	1.5076529555706	0	0
GLYCLTDy	glx[c] + h[c] + nadph[c] --> glyclt[c] + nadp[c]	1507.6529555706	0	( STM3646  |  STM1135 )	Glyoxylate Metabolism	Glycolate dehydrogenase NADP	0	1.5076529555706	0	0
GLYCLTt2rpp	glyclt[p] + h[p] <=> glyclt[c] + h[c]	1000	-1000	STM3692	Transport Inner Membrane	glycolate transport via proton symport reversible periplasm	0	NA	0	0
GLYCLTt4pp	glyclt[p] + na1[p] --> glyclt[c] + na1[c]	1000	0	STM4273	Transport Inner Membrane	glycolate transport via sodium symport periplasm	0	NA	0	0
GLYCLTtex	glyclt[e] <=> glyclt[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	glycolate transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GLYCtex	glyc[e] <=> glyc[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	glycerol transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GLYCTO2	glyclt[c] + q8[c] --> glx[c] + q8h2[c]	1000	0	STM1620	Alternate Carbon Metabolism	Glycolate oxidase	0	NA	0	0
GLYCTO3	glyclt[c] + mqn8[c] --> glx[c] + mql8[c]	1000	0	STM1620	Alternate Carbon Metabolism	Glycolate oxidase	0	NA	0	0
GLYCTO4	2dmmq8[c] + glyclt[c] --> 2dmmql8[c] + glx[c]	1000	0	STM1620	Alternate Carbon Metabolism	Glycolate oxidase	0	NA	0.0239014989866529	0
GLYCtpp	glyc[c] <=> glyc[p]	883.095217126375	-883.095217126375	( s0001  |  STM4087 )	Transport Inner Membrane	glycerol transport via channel periplasm	0	0.883095217126376	-0.000331274775930979	0
GLYK	atp[c] + glyc[c] --> adp[c] + glyc3p[c] + h[c]	1109.22447061064	0	STM4086	Alternate Carbon Metabolism	glycerol kinase	0	1.10922447061064	0.000331274775955008	0
GLYOX	h2o[c] + lgt-S[c] --> gthrd[c] + h[c] + lac-D[c]	1011.0775151491	0	STM0261	Methylglyoxal Metabolism	hydroxyacylglutathione hydrolase	0	1.0110775151491	0	0
GLYOX3	h2o[c] + mthgxl[c] --> h[c] + lac-D[c]	1000	0	NA	Methylglyoxal Metabolism	glyoxalase III	0	NA	0	0
GLYt2pp	gly[p] + h[p] --> gly[c] + h[c]	1039.77228876931	0	STM4398	Transport Inner Membrane	glycine transport in via proton symport periplasm	0	1.03977228876931	0	0
GLYtex	gly[e] <=> gly[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Glycine transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GLYTRS	atp[c] + gly[c] + trnagly[c] --> amp[c] + glytrna[c] + ppi[c]	1075.50123286615	0	( STM3655  &  STM3656 )	tRNA Charging	Glycyl tRNA synthetase	0	1.07550123286615	0	0
GMAND	gdpmann[c] --> gdpddman[c] + h2o[c]	1732.92219899032	0	STM2109	Cell Envelope Biosynthesis	GDP D mannose dehydratase	0	1.73292219899032	0	0
GMHEPAT	atp[c] + gmhep1p[c] + h[c] --> adphep-DD[c] + ppi[c]	1471.34585184166	0	STM3200	Lipopolysaccharide Biosynthesis Recycling	D glycero D manno hepose 1 phosphate adenyltransferase	0	1.47134585184166	0.0017916563640395	0
GMHEPK	atp[c] + gmhep7p[c] --> adp[c] + gmhep17bp[c] + h[c]	1471.34585184166	0	STM3200	Lipopolysaccharide Biosynthesis Recycling	D glycero D manno heptose 7 phosphate kinase	0	1.47134585184166	0.0017916563640395	0
GMHEPPA	gmhep17bp[c] + h2o[c] --> gmhep1p[c] + pi[c]	1022.263008053	0	STM0248	Lipopolysaccharide Biosynthesis Recycling	D glycero D manno heptose 1 7 bisphosphate phosphatase	0	1.022263008053	0.0017916563640395	0
GMPR	gmp[c] + 2 h[c] + nadph[c] --> imp[c] + nadp[c] + nh4[c]	929.153922226031	0	STM0141	Purine and Pyrimidine Biosynthesis	GMP reductase	0	0.929153922226031	0	0
GMPS2	atp[c] + gln-L[c] + h2o[c] + xmp[c] --> amp[c] + glu-L[c] + gmp[c] + 2 h[c] + ppi[c]	1092.70239395743	0	STM2510	Purine and Pyrimidine Biosynthesis	GMP synthase	0	1.09270239395743	0.126633487841145	0
GMPtex	gmp[e] <=> gmp[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	GMP transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GND	6pgc[c] + nadp[c] --> co2[c] + nadph[c] + ru5p-D[c]	1062.78459229124	0	STM2081	Pentose Phosphate Pathway	phosphogluconate dehydrogenase	0	1.06278459229124	1.17224928765754	18.5
GNK	atp[c] + glcn[c] --> 6pgc[c] + adp[c] + h[c]	2092.46802050363	0	( STM4485  |  STM3542 )	Alternate Carbon Metabolism	gluconokinase	0	2.09246802050363	0	0
GOFUCR	gdpofuc[c] + h[c] + nadph[c] --> gdpfuc[c] + nadp[c]	2514.08982924493	0	STM2108	Cell Envelope Biosynthesis	GDP 4 oxo L fucose reductase	0	2.51408982924493	0	0
GPDDA1	g3pc[c] + h2o[c] --> chol[c] + glyc3p[c] + h[c]	1000	0	STM3553	Glycerophospholipid Metabolism	Glycerophosphodiester phosphodiesterase Glycerophosphocholine	0	NA	0	0
GPDDA1pp	g3pc[p] + h2o[p] --> chol[p] + glyc3p[p] + h[p]	1026.02338637063	0	STM2282	Glycerophospholipid Metabolism	Glycerophosphodiester phosphodiesterase Glycerophosphocholine	0	1.02602338637063	0	0
GPDDA2	g3pe[c] + h2o[c] --> etha[c] + glyc3p[c] + h[c]	1000	0	STM3553	Glycerophospholipid Metabolism	Glycerophosphodiester phosphodiesterase Glycerophosphoethanolamine	0	NA	0	0
GPDDA2pp	g3pe[p] + h2o[p] --> etha[p] + glyc3p[p] + h[p]	1026.02338637063	0	STM2282	Glycerophospholipid Metabolism	Glycerophosphodiester phosphodiesterase Glycerophosphoethanolamine	0	1.02602338637063	0	0
GPDDA3	g3ps[c] + h2o[c] --> glyc3p[c] + h[c] + ser-L[c]	1000	0	STM3553	Glycerophospholipid Metabolism	Glycerophosphodiester phosphodiesterase Glycerophosphoserine	0	NA	0	0
GPDDA3pp	g3ps[p] + h2o[p] --> glyc3p[p] + h[p] + ser-L[p]	1026.02338637063	0	STM2282	Glycerophospholipid Metabolism	Glycerophosphodiester phosphodiesterase Glycerophosphoserine	0	1.02602338637063	0	0
GPDDA4	g3pg[c] + h2o[c] --> glyc3p[c] + glyc[c] + h[c]	1000	0	STM3553	Glycerophospholipid Metabolism	Glycerophosphodiester phosphodiesterase Glycerophosphoglycerol	0	NA	0	0
GPDDA4pp	g3pg[p] + h2o[p] --> glyc3p[p] + glyc[p] + h[p]	1026.02338637063	0	STM2282	Glycerophospholipid Metabolism	Glycerophosphodiester phosphodiesterase Glycerophosphoglycerol	0	1.02602338637063	0	0
GPDDA5	g3pi[c] + h2o[c] --> glyc3p[c] + h[c] + inost[c]	1000	0	STM3553	Glycerophospholipid Metabolism	Glycerophosphodiester phosphodiesterase Glycerophosphoinositol	0	NA	0	0
GPDDA5pp	g3pi[p] + h2o[p] --> glyc3p[p] + h[p] + inost[p]	1026.02338637063	0	STM2282	Glycerophospholipid Metabolism	Glycerophosphodiester phosphodiesterase Glycerophosphoinositol	0	1.02602338637063	0	0
GRTT	grdp[c] + ipdp[c] --> frdp[c] + ppi[c]	984.655971529299	0	STM0423	Cofactor and Prosthetic Group Biosynthesis	geranyltranstransferase	0	0.984655971529299	0	0
GRXR	grxox[c] + 2 gthrd[c] --> grxrd[c] + gthox[c]	897.418701552106	0	( STM3702  |  STM0872  |  STM1433  |  STM1165 )	Unassigned	glutaredoxin reductase	0	0.897418701552106	0	0
GSHPO	2 gthrd[c] + h2o2[c] --> gthox[c] + 2 h2o[c]	1000	0	STM1341	Exchange	glutathione peroxidase	0	NA	0	0
GSNK	atp[c] + gsn[c] --> adp[c] + gmp[c] + h[c]	1007.91840478458	0	STM0491	Nucleotide Salvage Pathway	guanosine kinase	0	1.00791840478458	0	0
GSNt2pp	gsn[p] + h[p] --> gsn[c] + h[c]	1063.5165083438	0	STM3113	Transport Inner Membrane	guanosine transport in via proton symport periplasm	0	1.0635165083438	0	0
GSNtex	gsn[e] <=> gsn[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	guanosine transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GSPMDA	gtspmd[c] + h2o[c] --> gthrd[c] + spmd[c]	857.334153006527	0	STM3139	Arginine and Proline Metabolism	Glutathionylspermidine amidase	0	0.857334153006527	0	0
GSPMDS	atp[c] + gthrd[c] + spmd[c] --> adp[c] + gtspmd[c] + h[c] + pi[c]	857.334153006527	0	STM3139	Arginine and Proline Metabolism	Glutathionylspermidine synthetase	0	0.857334153006527	0	0
GTHOr	gthox[c] + h[c] + nadph[c] <=> 2 gthrd[c] + nadp[c]	962.117784750829	-962.117784750829	STM3597	Cofactor and Prosthetic Group Biosynthesis	glutathione oxidoreductase	0	0.962117784750829	0	0
GTHOXtex	gthox[e] <=> gthox[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	glutathione ox transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GTHRDabc2pp	atp[c] + gthrd[c] + h2o[c] --> adp[c] + gthrd[p] + h[c] + pi[c]	912.415469393993	0	( STM0956  &  STM0957 )	Transport Inner Membrane	glutathione export via ABC system cytoplasm to periplasm	0	0.912415469393993	0	0
GTHRDabcpp	atp[c] + gthrd[p] + h2o[c] --> adp[c] + gthrd[c] + h[c] + pi[c]	1302.1648402346	0	( STM0848  &  STM0849  &  STM0850  &  STM0851 )	Transport Inner Membrane	Reduced glutathione via ABC system periplasm	0	1.3021648402346	0	0
GTHRDHpp	gthrd[p] + h2o[p] --> cgly[p] + glu-L[p]	1359.77647773355	0	STM3551	Cofactor and Prosthetic Group Biosynthesis	glutathione hydralase periplasmic	0	1.35977647773355	0	0
GTHRDtex	gthrd[e] <=> gthrd[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	glutathione transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GTHS	atp[c] + glucys[c] + gly[c] --> adp[c] + gthrd[c] + h[c] + pi[c]	850.222651784204	0	STM3095	Cofactor and Prosthetic Group Biosynthesis	glutathione synthetase	0	0.850222651784204	0	0
GTPCI	gtp[c] + h2o[c] --> ahdt[c] + for[c] + h[c]	772.285008412416	0	STM2193	Cofactor and Prosthetic Group Biosynthesis	GTP cyclohydrolase I	0	0.772285008412416	0.0239014989866529	0
GTPCII2	gtp[c] + 3 h2o[c] --> 25drapp[c] + for[c] + 2 h[c] + ppi[c]	875.140851917322	0	STM1711	Cofactor and Prosthetic Group Biosynthesis	GTP cyclohydrolase II 25drapp	0	0.875140851917322	4.78029979733057e-06	0
GTPDPDP	gdptp[c] + h2o[c] --> h[c] + pi[c] + ppgpp[c]	1308.74951562489	0	STM3913	Cofactor and Prosthetic Group Biosynthesis	guanosine 5 triphosphate 3 diphosphate diphosphatase	0	1.30874951562489	0	0
GTPDPK	atp[c] + gtp[c] --> amp[c] + gdptp[c] + h[c]	1565.95293733797	0	STM2956	Cofactor and Prosthetic Group Biosynthesis	GTP diphosphokinase	0	1.56595293733797	0	0
GTPHs	gtp[c] + h2o[c] + h[c] --> nh4[c] + xtp[c]	1000	0	s0001	Nucleotide Salvage Pathway	GTP amine hydrolysis spontaneous	0	NA	0	0
GTPtex	gtp[e] <=> gtp[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	GTP transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
GUAPRT	gua[c] + prpp[c] --> gmp[c] + ppi[c]	911.390357287074	0	( STM0317  |  STM0170 )	Nucleotide Salvage Pathway	guanine phosphoribosyltransferase	0	0.911390357287074	0	0
GUAt2pp	gua[p] + h[p] --> gua[c] + h[c]	1000	0	STM3747	Transport Inner Membrane	guanine transport in via proton symport periplasm	0	NA	0	0
GUAtex	gua[e] <=> gua[p]	1000	-1000	STM0413	Transport Outer Membrane	Guanine transport via diffusion extracellular to periplasm	0	NA	0	0
GUAtpp	gua[p] <=> gua[c]	1000	-1000	NA	Transport Inner Membrane	Guanine transport via diffusion periplasm	0	NA	0	0
GUI1	glcur[c] <=> fruur[c]	1131.61209402418	-1131.61209402418	STM3137	Alternate Carbon Metabolism	glucuronate isomerase D glucuronate	0	1.13161209402418	0	0
GUI2	galur[c] <=> tagur[c]	1131.61209402418	-1131.61209402418	STM3137	Alternate Carbon Metabolism	glucuronate isomerase D galacturonate	0	1.13161209402418	0	0
GULNLR	2 nad[c] + guln-L[c] --> fruur[c] + 2 nadh[c]	1000	0	NA	Alternate carbon metabolism	L-gulonate reductase	0	NA	0	0
GULNLtex	guln-L[e] <=> guln-L[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport	L-gulonate transport	0	1.15412423660537	0	0
GULNLtpp	h[p] + guln-L[p] <=> h[c] + guln-L[c]	1000	-1000	NA	Transport, Inner Membrane	L-gulonate transport	0	NA	0	0
GUR1PPpp	glcur1p[p] + h2o[p] --> glcur[p] + pi[p]	1000	0	NA	Alternate Carbon Metabolism	Glucuronate 1 phosphate phosphatase periplasm	0	NA	0	0
H2O2tex	h2o2[e] <=> h2o2[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	hydrogen peroxide transport via diffusion external	0	1.15412423660537	0	0
H2Otex	h2o[e] <=> h2o[p]	1154.12423660537	-1154.12423660537	( STM1473  |  STM0999  |  STM2267  |  STM0320  |  s0001  |  STM4016 )	Transport Outer Membrane	H2O transport via diffusion extracellular to periplasm	0	1.15412423660537	-24.689360358315	-18.5
H2Otpp	h2o[p] <=> h2o[c]	1000	-1000	s0001	Transport Inner Membrane	H2O transport via diffusion periplasm	0	NA	-24.7050067575816	-18.5000000000001
H2SO	h2s[c] + 2 o2[c] --> 2 h[c] + so4[c]	1000	0	NA	Inorganic Ion Transport and Metabolism	Hydrogen sulfide oxidation	0	NA	0	0
H2St1pp	h2s[c] --> h2s[p]	1000	0	s0001	Transport Inner Membrane	h2s transport periplasm	0	NA	0	0
H2Stex	h2s[e] <=> h2s[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	h2s transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
H2tex	h2[e] <=> h2[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	hydrogen transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
H2tpp	h2[p] <=> h2[c]	1000	-1000	s0001	Transport Inner Membrane	hydrogen transport diffusion periplasm	0	NA	0	0
HACD1i	3hbcoa[c] + nad[c] --> aacoa[c] + h[c] + nadh[c]	1644.26220825494	0	( STM3983  |  STM2388 )	Membrane Lipid Metabolism	3 hydroxyacyl CoA dehydrogenase acetoacetyl CoA	0	1.64426220825494	0	0
HACD2i	3hhcoa[c] + nad[c] --> 3ohcoa[c] + h[c] + nadh[c]	1644.26220825494	0	( STM3983  |  STM2388 )	Membrane Lipid Metabolism	3 hydroxyacyl CoA dehydrogenase 3 oxohexanoyl CoA	0	1.64426220825494	0	0
HACD3i	3hocoa[c] + nad[c] --> 3oocoa[c] + h[c] + nadh[c]	1644.26220825494	0	( STM2388  |  STM3983 )	Membrane Lipid Metabolism	3 hydroxyacyl CoA dehydrogenase 3 oxooctanoyl CoA	0	1.64426220825494	0	0
HACD4i	3hdcoa[c] + nad[c] --> 3odcoa[c] + h[c] + nadh[c]	1644.26220825494	0	( STM3983  |  STM2388 )	Membrane Lipid Metabolism	3 hydroxyacyl CoA dehydrogenase 3 oxodecanoyl CoA	0	1.64426220825494	0	0
HACD5i	3hddcoa[c] + nad[c] --> 3oddcoa[c] + h[c] + nadh[c]	1644.26220825494	0	( STM3983  |  STM2388 )	Membrane Lipid Metabolism	3 hydroxyacyl CoA dehydrogenase 3 oxododecanoyl CoA	0	1.64426220825494	0	0
HACD6i	3htdcoa[c] + nad[c] --> 3otdcoa[c] + h[c] + nadh[c]	1644.26220825494	0	( STM3983  |  STM2388 )	Membrane Lipid Metabolism	3 hydroxyacyl CoA dehydrogenase 3 oxotetradecanoyl CoA	0	1.64426220825494	0	0
HACD7i	3hhdcoa[c] + nad[c] --> 3ohdcoa[c] + h[c] + nadh[c]	1644.26220825494	0	( STM3983  |  STM2388 )	Membrane Lipid Metabolism	3 hydroxyacyl CoA dehydrogenase 3 oxohexadecanoyl CoA	0	1.64426220825494	0	0
HACD8i	3hodcoa[c] + nad[c] --> 3oodcoa[c] + h[c] + nadh[c]	1644.26220825494	0	( STM3983  |  STM2388 )	Membrane Lipid Metabolism	3 hydroxyacyl CoA dehydrogenase 3 oxooctadecanoyl CoA	0	1.64426220825494	0	0
HBZOPT	4hbz[c] + octdp[c] --> 3ophb[c] + ppi[c]	902.651654255287	0	STM4234	Cofactor and Prosthetic Group Biosynthesis	Hydroxybenzoate octaprenyltransferase	0	0.902651654255287	0	0
HCINNMtex	3hcinnm[e] <=> 3hcinnm[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	3 hydroxycinnamic acid transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
HCO3E	co2[c] + h2o[c] <=> h[c] + hco3[c]	828.886599201515	-828.886599201515	STM0171	Unassigned	HCO3 equilibration reaction	0	0.828886599201515	0.941546013221455	0
